Наименование;Производитель ;Цена;Ссылка
ТРУЛИСИТИ;Эли Лилли энд Компани/Эли Лилли Италия С.П.А. ;5 535;/product/trulisiti-15mg05ml-05ml-n4-shpricz-v-shpricz-ruchke-r-r-pk-5e3278f565b5ab00016593d6/
МАГНЕЛИС В6 ФОРТЕ;Фармстандарт-УфаВИТА ОАО ;675;/product/magnelis-v6-forte-01001-n60-tabl-pplenoboloch-61012254c34cde214fa79f33/
ОМЕЗ 0,02 N30 КАПС;Д-р Редди'с Лабораторис Лтд ;167;/product/omez-002-n30-kaps-5e3264e3f5a9ae00014068e0/
ОЗЕМПИК;Ново Нордиск А/С ;7 872;/product/ozempik-000134ml-3ml-n1-kartridzh-v-shpricz-ruchke-r-r-pk-igla-odnoraz-novofajn-plyus-n4-5e5522306350770001825dbc/
СУГЛАТ;Астеллас Фарма Тех Ко. Лтд./Астеллас Фарма Юроп Б.В. ;2 062;/product/suglat-005-n30-tabl-pplenoboloch-5e327025ca7bdc0001930aa1/
ЭСПИРО;ПОЛЬФАРМА Фармацевтический завод, АО ;776;/product/espiro-0025-n30-tabl-pplenoboloch-5e326d9265b5ab0001653b6c/
МИЛДРОНАТ;Гриндекс АО ;249;/product/mildronat-025-n40-kaps-5e326bec65b5ab000165301b/
АРИФОН РЕТАРД;СЕРВЬЕ РУС ООО ;213;/product/arifon-retard-00015-n30-tabl-s-kontrol-vysvob-pplenoboloch-5e3265d7ca7bdc000192b70f/
НАБОР ЭСПИРО 0,025 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ закажи 3 упаковки по цене 2 упаковок;ПОЛЬФАРМА Фармацевтический завод, АО ;1 552;/product/6167b723f62a02e979040458/
ПРЕСТАНС;СЕРВЬЕ РУС ООО ;681;/product/prestans-00050005-n30-tabl-5e3265ce65b5ab000164fc17/
КОНКОР КОР;Мерк Хелскеа КГаА ;147;/product/konkor-kor-00025-n30-tabl-pplenoboloch-6152a75ede552eed38891b74/
БЕТАЛОК ЗОК;АстраЗенека АБ/АстраЗенека Индастриз ООО ;146;/product/betalok-zok-0025-n14-tabl-prolong-vysvob-po-60c261f3f57b4c250158e89e/
ЭМОКСИПИН;ФЕРМЕНТ Фирма, ООО ;246;/product/emoksipin-1-5ml-gl-kapli-flak-s-kryshkap-5e32727765b5ab0001655f15/
Набор  для  продления молодости в период менопаузы. Клималанин & Кудесан;NoData;629;/product/613f19e30020ba90826a4e90/
АСКОРУТИН;Алтайвитамины АО ;42;/product/askorutin-005005-n50-tabl-altajvitaminy-5f1e864fa1bc93000147d2c6/
ПРЕСТИЛОЛ;Лаборатории Сервье Индастри ;579;/product/prestilol-0005001-n30-tabl-pplenoboloch-5e327a78ca7bdc0001935b7a/
ПРЕСТАРИУМ А;СЕРВЬЕ РУС ООО ;283;/product/prestarium-a-0005-n30-tabl-pplenoboloch-5e32680ef5a9ae0001408191/
ОМАКОР;Патеон Софтджелс Б.В./Эбботт Лэбораториз ГмбХ ;1 729;/product/omakor-n28-kaps-5e327544f5a9ae000140e50b/
ЛЕРКАМЕН 10;Берлин-Хеми АГ ;391;/product/lerkamen-10-001-n28-tabl-pplenoboloch-5e326c27ca7bdc000192ecc4/
Набор из 3-х упаковок ЮПЕРИО 0,1 N28 ТАБЛ П/ПЛЕН/ОБОЛОЧ по спец.цене!;NoData;4 283;/product/612c48396d4c20ff04fd41fa/
НАБОР ЭТОКСИДОЛ 0,1 N50 ТАБЛ ЖЕВ закажи 3 упаковки со скидкой 1380 рублей;Синтез ОАО ;2 835;/product/60b5dd5ec764762ec477cbd8/
ГЕПАРИНОВАЯ;Зеленая Дубрава ЗАО ;51;/product/geparinovaya-250-maz-zelenaya-dubrava-5e327619ca7bdc00019335ed/
ДИОСМИН;Изварино Фарма ООО ;287;/product/diosmin-06-n30-tabl-pplenobolochizvarino-5e326d0a65b5ab00016536f0/
ОБЛЕПИХОВОЕ МАСЛО;Дальхимфарм ОАО ;63;/product/oblepixovoe-maslo-05-n10-supp-dalxim-5e326d6465b5ab00016539c9/
ВАМЛОСЕТ;КРКА-РУС ООО ;786;/product/vamloset-0005008-n90-tabl-pplenoboloch-5e3278bf65b5ab0001659295/
Набор Сохрани энергию и молодость Кудесан и Алфавит 50+;NoData;544;/product/61406403cb316b03d3f32191/
ВЕРОШПИРОН;ГЕДЕОН РИХТЕР-РУС АО ;91;/product/veroshpiron-0025-n20-tabl-5e3269e065b5ab0001651e99/
АТОРВАСТАТИН;Канонфарма продакшн, ЗАО ;117;/product/atorvastatin-001-n30-tabl-pplenobolochkanonfarma-5e326f21f5a9ae000140bb5a/
Набор Красота и здоровье вашего сердца Кудесан и Алфавит Косметик;NoData;704;/product/61406447f269eec86d651067/
"Набор ""Вено-профилактика""";Органика, АО ;646;/product/61286562ab05ab221bdf35be/
ТРИМЕКТАЛ МВ;Вертекс Акционерное Общество ;896;/product/trimektal-mv-0035-n120-tabl-modif-vysvob-pplenoboloch-5e3274ebca7bdc0001932be5/
ЭДАРБИ КЛО;Такеда Айлэнд Лимитед ;746;/product/edarbi-klo-00400125-n28-tabl-pplenoboloch-5e326a0d65b5ab0001651fd0/
ТРАЙКОР;Верофарм АО ;867;/product/trajkor-0145-n30-tabl-pplenoboloch-5e3267c965b5ab0001650e5f/
НЕБИЛЕТ;Берлин-Хеми АГ ;665;/product/nebilet-0005-n14-tabl-5e3279a965b5ab0001659aea/
ПЕНТОКСИФИЛЛИН;Органика АО ;182;/product/pentoksifillin-01-n60-tabl-kishechnorastvor-pplenobolochorganika-5e3274c565b5ab0001656fcc/
Специальная цена на комплект из 2 упаковок КУДЕСАН 3% 20МЛ ФЛАК КАПЛИ;КУДЕСАН ;514;/product/60d5a2baf4149234daa13ff8/
ИНДАПАМИД-ВЕРТЕКС;Вертекс Акционерное Общество ;24;/product/indapamid-verteks-00025-n30-kaps-60cb410a081a30d6ff9d56b2/
ИНДАПАМИД;ОЗОН ФАРМ, ООО ;69;/product/indapamid-00025-n30-tabl-pplenoboloch-5e3265a3ca7bdc000192b5ff/
ЮПЕРИО;Новартис Нева, ООО ;2 261;/product/yuperio-005-n28-tabl-pplenoboloch-5e326e62ca7bdc000192fc03/
ИНДАПАМИД;ПРОИЗВОДСТВО МЕДИКАМЕНТОВ, ООО ;27;/product/indapamid-00025-n30-kaps-5e326aeaca7bdc000192e1d7/
ДЕТРАГЕЛЬ;Босналек АО ;598;/product/detragel-400-gel-dnaruzh-prim-5e3278fef5a9ae000141055a/
Набор ЭДАРБИ КЛО 0,04+0,025 N28 ТАБЛ - 2 уп. для продолжительной терапии по специальной цене;NoData;1 490;/product/6155d534304bbe9da43c20f2/
СОТАГЕКСАЛ;Салютас Фарма ГмбХ ;84;/product/sotageksal-008-n20-tabl-5e326d2dca7bdc000192f288/
НИКОТИНОВАЯ КИСЛОТА;Дальхимфарм ОАО ;50;/product/nikotinovaya-kislota-001ml-1ml-n10-amp-r-r-din-dalximfarm-5e326739ca7bdc000192c4ab/
ОТРИО;Акрихин ХФК АО ;560;/product/otrio-001-n30-tabl-5e326e5aca7bdc000192fbcd/
НИКОТИНОВАЯ КИСЛОТА;Органика АО ;53;/product/nikotinovaya-kislota-001ml-1ml-n10-amp-r-r-din-organika-5e3272f665b5ab000165644d/
КОРАКСАН;СЕРВЬЕ РУС ООО ;1 253;/product/koraksan-0005-n56-tabl-pplenoboloch-5e32699865b5ab0001651ca9/
БИСОПРОЛОЛ;Борисовский завод медицинских препаратов, ОАО ;74;/product/bisoprolol-00025-n30-tabl-pplenobolochborisov-zmp-5e3275ac65b5ab0001657693/
БИСОПРОЛОЛ;Изварино Фарма,ООО ;71;/product/bisoprolol-00025-n30-tabl-pplenobolochizvarino-5f116ff4d5d5300001a63428/
ИНДАПАМИД РЕТАРД;ОЗОН ООО ;84;/product/indapamid-retard-00015-n30-tabl-po-5e3272d665b5ab000165630a/
НАБОР КАПОТЕН 0,025 N56 ТАБЛ закажи 3 упаковки по цене 2 упаковок;NoData;622;/product/60b7a9cd235d4166e9aa3507/
АРИФАМ;Лаборатории Сервье Индастри ;509;/product/arifam-000500015-n30-tabl-modif-vysvob-pplenoboloch-5e32783ef5a9ae0001410056/
КРЕСТОР;АйПиЭр Фармасьютикалс Инк/ АстраЗенека Индастриз ООО ;1 595;/product/krestor-001-n28-tabl-pplenoboloch-5e32782965b5ab0001658e8d/
АПРОВАСК;Санофи-Авентис де Мексико С.А. де С.В/ОРТАТ, АО ;677;/product/aprovask-0005015-n28-tabl-pplenoboloch-61263cc93e725c8a4873c5c6/
Набор из 3-х упаковок ЮПЕРИО 0,2 N28 ТАБЛ П/ПЛЕН/ОБОЛОЧ по спец.цене!;NoData;4 412;/product/612c4867713649c6179c718e/
ИЗАКАРДИН;"НПФ ""Микрохим"", ООО ";281;/product/izakardin-000125doza-300-doz-15ml-flak-sprej-podyazych-5e327793f5a9ae000140f9ad/
ЭЛТАЦИН;БИОТИКИ МНПК ООО ;193;/product/eltaczin-n30-tabl-5e326709ca7bdc000192c2a3/
АНТИСТЕН МВ;ОЗОН ООО ;315;/product/antisten-mv-0035-n60-tabl-prolong-vysvob-pplenoboloch-5e3277a8f5a9ae000140fa72/
РОЗУВАСТАТИН-ВЕРТЕКС;Вертекс Акционерное Общество ;566;/product/rozuvastatin-verteks-001-n30-tabl-pplenoboloch-5e4542db377be40001a79efd/
АТОРВАСТАТИН;Пранафарм ООО ;94;/product/atorvastatin-001-n30-tabl-pplenoboloch-pranafarm-5e3265d0ca7bdc000192b6db/
АМИНОВЕН;Фрезениус Каби Австрия Гмбх ;3 587;/product/aminoven-10-500ml-n10-flak-r-r-dinf-5e3274a0f5a9ae000140dfdb/
МАГНИЯ СУЛЬФАТ;Гротекс ООО ;35;/product/magniya-sulfat-politvist-025ml-5ml-n10-amp-plastik-r-r-vv-groteks-5e326c29ca7bdc000192eccf/
ФОЛИЕВАЯ К-ТА;9 МЕСЯЦЕВ ;130;/product/9-mesyaczev-folievaya-k-ta-00004-n30-tabl-pplenoboloch-5e3271dcca7bdc0001931714/
КЛОПИДОГРЕЛ;Биоком, ЗАО ;349;/product/klopidogrel-0075-n28-tabl-pplenobolochbiokom-5e3263f6f5a9ae00014063d4/
ГЛЮКОЗА БУФУС;Обновление ПФК  АО ;113;/product/glyukoza-bufus-04ml-10ml-n10-amp-r-r-vv-renewal-5e32787c65b5ab00016590b3/
ФАЗОСТАБИЛ;ОЗОН ООО ;149;/product/fazostabil-007500152-n100-tabl-pplenoboloch-5e32769165b5ab0001657ef2/
ВИКАСОЛ;Фармстандарт-Лексредства ОАО ;34;/product/vikasol-0015-n20-tabl-5e326a2cca7bdc000192db5b/
ГЛЮКОЗА;Гематек, ООО ;316;/product/glyukoza-5-500ml-n10-r-r-dinfplast-5e32762a65b5ab0001657bbb/
ГЛЮКОЗА;Новосибхимфарм (АО) ;70;/product/glyukoza-04ml-10ml-n10-amp-r-r-vv-nxfz-5ec253d4c0e05f0001c25934/
КОПЛАВИКС;Санофи Винтроп Индустрия ;1 084;/product/koplaviks-010075-n28-tabl-pplenoboloch-5e32776965b5ab00016586db/
ПЛАГРИЛ А;Д-р Редди'с Лабораторис Лтд ;661;/product/plagril-a-00750075-n30-kaps-s-modif-vysvobozhd-5e32719d65b5ab0001655b04/
КЛОПИДОГРЕЛ КАНОН;Канонфарма продакшн, ЗАО ;166;/product/klopidogrel-kanon-0075-n14-tabl-pplenoboloch-5e32778df5a9ae000140f974/
ЛИДАЗА;САМСОН-МЕД ООО ;372;/product/lidaza-64ue-n5-flak-liofilizat-dr-ra-dinmest-primsamson-med-5e32645a65b5ab000164f50a/
ДИПИРИДАМОЛ;ОЗОН ООО ;349;/product/dipiridamol-0025-n100-tabl-pplenobolochozon-5e327351ca7bdc000193208e/
МАЛЬТОФЕР;Вифор С.А./Вифор(Интернэшнл)Инк ;237;/product/maltofer-005ml-30ml-kapli-5e32765ff5a9ae000140eeec/
ФОЛИЕВАЯ К-ТА;МАРБИОФАРМ ОАО ;36;/product/folievaya-k-ta-0001-n50-tabl-marbiofarm-5e3279a765b5ab0001659adb/
АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА КАРДИО;Оболенское Фармацевтическое предприятие, АО ;60;/product/aczetilsaliczilovaya-kislota-kardio-005-n30-tabl-kishechnorastvor-pplenoboloch-5e7b70262b671900018087b8/
КАБИВЕН ЦЕНТРАЛЬНЫЙ;Фрезениус Каби АБ ;5 375;/product/kabiven-czentralnyj-1400kkal-1540ml-n4-emul-dinf-5e327491ca7bdc0001932891/
ЛОПИРЕЛ;Актавис Лтд ;660;/product/lopirel-0075-n28-tabl-pplen-oboloch-5e3270daf5a9ae000140c69f/
МАЛЬТОФЕР ФОЛ;Вифор С.А./Вифор(Интернэшнл)Инк ;677;/product/maltofer-fol-n30-zhev-tabl-5e327660ca7bdc0001933855/
НАДРОПАРИН КАЛЬЦИЯ;Московский эндокринный завод  ФГУП ;1 683;/product/nadroparin-kalcziya-9500-me-anti-xaml-03ml-n5-shpricz-r-r-din-609bccfcdf443e8756caa958/
ВЕЛФЕРРУМ;ВЕЛФАРМ, ООО ;2 009;/product/velferrum-002ml-5ml-n5-amp-r-r-vv-5e326dfdca7bdc000192f984/
СЕРОТОНИНА АДИПИНАТ;ФГБУ НМИЦ кардиологии Минздрава России ;7 995;/product/serotonina-adipinat-001ml-1ml-n10-amp-r-r-vv-vm-61559609ec0e1aaf4e330bdb/
КАБИВЕН ПЕРИФЕРИЧЕСКИЙ;Фрезениус Каби АБ ;5 952;/product/kabiven-periferich-1400kkal-1920ml-n4-emul-dinf-5e32749e65b5ab0001656e6c/
НАТРИЯ ХЛОРИД БРАУН;Б.Браун Мельзунген АГ ;512;/product/natriya-xlorid-braun-09-1000ml-n10-butylka-r-r-dinf-5e32772965b5ab00016584a7/
НАТРИЯ ХЛОРИД;Дальхимфарм ОАО ;1 480;/product/natriya-xlorid-09-100ml-n35-butylka-r-r-dinfdalxim-5e326b38f5a9ae0001409ac3/
ГЛЮКОЗА;Гротекс ООО ;133;/product/glyukoza-politvist-04ml-10ml-n10-amp-plastik-r-r-vv-groteks-5e326c2965b5ab0001653224/
КЛОПИДОГРЕЛ-ТАД;Юникем Лабораториз Лимитед/КРКА, д.д., Ново место АО ;302;/product/klopidogrel-tad-0075-n28-tabl-pplenoboloch-602e5020152591d9cd4dc76a/
МАННИТ;Красфарма (ПАО) ;85;/product/mannit-015ml-200ml-n1-kontejner-r-r-dinf-60c8780cd353253c1ec732b4/
ГЕМОРРЕКС;ЮжФарм ООО ;353;/product/gemorreks-025-n10-supp-rekt-5f9c143759aaa900016966a5/
Набор из 2х упаковок ДЕПЛАТТ-75 0,075 N28 ТАБЛ П/ПЛЕН/ОБОЛОЧ по специальной цене;Торрент Фармасьютикалс Лтд ;747;/product/615190a2285aa9c86ce20eed/
ДЕПЛАТТ-75;Торрент Фармасьютикалс Лтд ;467;/product/deplatt-75-0075-n28-tabl-pplenoboloch-5e3263bff5a9ae00014061ef/
КАРДИАСК;Канонфарма продакшн, ЗАО ;43;/product/kardiask-005-n30-tabl-kishechnorastvor-pplenoboloch-5e326a84f5a9ae00014094f1/
КАЛИЯ ХЛОРИД БУФУС;Обновление ПФК  АО ;113;/product/kaliya-xlorid-bufus-004ml-10ml-n10-amp-koncz-dr-r-renewal-5e3278b3f5a9ae0001410395/
РИНГЕР-СОЛОФАРМ;Гротекс ООО ;735;/product/ringer-solofarm-500ml-n20-flak-r-r-dinf-5e3265d765b5ab000164fc5e/
ВАРФАРИН;ОЗОН ООО ;84;/product/varfarin-00025-n50-tablozon-5e32771dca7bdc0001933ef4/
КЛАПИТАКС;Новалек Фармасьютикалс Пвт Лтд ;377;/product/klapitaks-0075-n28-tabl-pplenoboloch-5e327509ca7bdc0001932cc7/
АСК-КАРДИО;Медисорб, АО ;63;/product/ask-kardio-01-n30-tabl-kishechnorastvor-pplenoboloch-5e326dd6ca7bdc000192f84b/
КЛОПИДОГРЕЛ;РОЗЛЕКС ФАРМ ООО ;270;/product/klopidogrel-0075-n28-tabl-pplenobolochrozleks-farm-61546a81745f49517553a378/
АСКОФОЛ;Алтайвитамины АО ;48;/product/askofol-100mg08mg-n50-tablindup-6081744d154c16e47dad676e/
КЛОПИДОГРЕЛ;Пранафарм ООО ;305;/product/klopidogrel-0075-n30-tabl-pplenobolochpranafarm-60c88097d353253c1ec732c3/
ДИПИРИДАМОЛ-ФПО 0,075 N40 ТАБЛ П/ПЛЕН/ОБОЛОЧ;Оболенское Фармацевтическое предприятие, АО ;485;/product/dipiridamol-fpo-0075-n40-tabl-pplenoboloch-5e326d0b65b5ab00016536fa/
НАБОР ГЕПАРИН-АКРИХИН 1000 30,0 ГЕЛЬ Д/НАРУЖ закажи 2 упаковки со скидкой 15%;Акрихин ХФК АО ;588;/product/6102d2004c158f2896b666fb/
АМИНОВЕН ИНФАНТ;Фрезениус Каби Австрия Гмбх ;4 380;/product/aminoven-infant-10-100ml-n10-flak-r-r-dinf-5e327493ca7bdc00019328a8/
ВАРФАРИН КАНОН;Канонфарма продакшн, ЗАО ;88;/product/varfarin-kanon-00025-n100-tablblister-5e3272f3ca7bdc0001931ee9/
ДИПИРИДАМОЛ-ФПО 0,025 N120 ТАБЛ П/ПЛЕН/ОБОЛОЧ;Оболенское Фармацевтическое предприятие АО ;508;/product/dipiridamol-fpo-0025-n120-tabl-pplenoboloch-5e326df965b5ab0001653ebf/
ГЕПАРИН-АКРИХИН 1000 ГЕЛЬ;Акрихин ХФК АО ;346;/product/geparin-akrixin-1000-300-gel-dnaruzh-5e326db9f5a9ae000140adf9/
КЛОПИДОГРЕЛ-СЗ;Северная Звезда НАО ;362;/product/klopidogrel-sz-0075-n28-tabl-pplenoboloch-5e32699fca7bdc000192d774/
ГОРДОКС;Гедеон Рихтер ОАО ;997;/product/gordoks-10000-kieml-10ml-n5-amp-r-r-vv-5e327748f5a9ae000140f725/
БИНОКРИТ;Ай Ди Ти Биологика ГмбХ/ Сандоз ГмбХ ;1 676;/product/binokrit-168mkgml-2000meml-1ml-n6-shpricz-r-r-vv-pk-5e32769c65b5ab0001657f40/
ЦИКЛОГЕМАЛ;Фармстандарт-УфаВИТА ОАО ;169;/product/cziklogemal-025-n10-tabl-pplenoboloch-5e326ce8ca7bdc000192f0ce/
ФРАГМИН;Пфайзер МФГ Бельгия Н.В. ;2 761;/product/fragmin-2500me02ml-n10-shpricz-5e32760565b5ab0001657a70/
Набор ЗВЕЗДОЧКА: карандаш для ингаляций Золотая звезда + таблетки для рассасывания Звездочка-Прополис (с ароматом Мед-Лимон);NoData;205;/product/612efacf1158b896ce52a6f8/
СНУП;Хемомонт д.о.о./Хемофарм А.Д. ;113;/product/snup-90mkgdoza-150doz-15ml-sprej-nazal-doz-5fcf20c0d1075e0001365d3b/
ГРАММИДИН НЕО С АНЕСТЕТИКОМ;Валента Фармацевтика АО ;351;/product/grammidin-neo-s-anestetikom-n18-tabl-drassas-5e327020ca7bdc0001930a89/
ФОСТЕР;Кьези Фармацевтичи С.п.А./Фармстандарт-Лексредства, ОАО ;2 123;/product/foster-1006mkgdoza-120doz-aerozol-ding-5e3279ac65b5ab0001659afb/
НАФТИЗИН;Лекарь, ООО ;17;/product/naftizin-01-15ml-flak-kapli-nazal-5e3279b965b5ab0001659b81/
ПЕРТУССИН;Самарамедпром, ОАО ;30;/product/pertussin-1000-flak-polimer-sirop-samaramedprom-60ab98b3e5098b20bc3ccd8d/
САЛЬБУТАМОЛ АВ;Алтайвитамины АО ;82;/product/salbutamol-av-100mkgdoza-200doz-70-aeroz-ding-dozir-60238d30a647774f3c4c5fae/
КСИЛЕН;Верофарм ООО ;29;/product/ksilen-01-10ml-flakkap-kapli-5e32716fca7bdc00019314dc/
ЭУФИЛЛИН;Фармстандарт-Лексредства ОАО ;36;/product/eufillin-015-n30-tabl-farmstandart-5e3274a965b5ab0001656ee3/
Набор Амиксин для детей + Риностоп спрей 0.05% 15мл - по специальной цене;NoData;690;/product/615547c03b0afc01bb0a8b7b/
Набор из 2х упаковок ЦЕТРИН 0,01 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ по специальной цене;Д-р Редди'с Лабораторис Лтд ;360;/product/615432574d05897d075c77de/
РЕНГАЛИН;Материа Медика Холдинг НПФ ООО ;193;/product/rengalin-n20-tabl-drass-5e326c5065b5ab000165333e/
ГРАММИДИН НЕО;Валента Фармацевтика АО ;297;/product/grammidin-neo-n18-tabl-drassas-5e32702065b5ab0001654fdd/
